     -1.4062    4.7617240     
     -1.1719    4.7617240     
     -0.9375    4.7617240     
     -0.7031    4.7617240     
     -0.4688    4.7617240     
     -0.2344    4.7617240     
      0.0000    4.7617240     
      0.2344    4.7617240     
      0.4688    4.7617240     
      0.7031    4.7617240     
      0.9375    4.7617240     
      1.1719    4.7617240     
      1.4062    4.7617240     
      1.6406    4.7617240     
      1.8750    4.7617240     
      2.1094    4.7617240     
      2.3438    4.7617240     
      2.5781    4.7617240     
      2.8125    4.7617240     
      3.0469    4.7617240     
      3.2812    4.7617240     
      3.5156    4.7617240     
      3.7500    4.7617240     
      3.9844    4.7617240     
      4.2188    4.7617240     
      4.4531    4.7617240     
      4.6875    4.7617240     
      4.9219    4.7617240     
      5.1562    4.7617240     
      5.3906    4.7617240     
      5.6250    4.7617240     
      5.8594    4.7617240     
      6.0938    4.7617240     
      6.3281    4.7617240     
      6.5625    4.7617240     
      6.7969    4.7617240     
      7.0312    4.7617240     
      7.2656    4.7617240     
      7.5000    4.7617240     
      7.7344    4.7617240     
      7.9688    4.7617240     
      8.2031    4.7617240     
      8.4375    4.7617240     
      8.6719    4.7617240     
      8.9062    4.7617240     
      9.1406    4.7617240     
      9.3750    4.7617240     
      9.6094    4.7617240     
      9.8438    4.7617240     
     10.0781    4.7617240     
     10.3125    4.7617240     
     10.5469    4.7617240     
     10.7812    4.7617240     
     11.0156    4.7617240     
     11.2500    4.7617240     
     11.4844    4.7617240     
     11.7188    4.7617240     
     11.9531    4.7617240     
     12.1875    4.7617240     
     12.4219    4.7617240     
     12.6562    4.7617240     
     12.8906    4.7617240     
     13.1250    4.7617240     
     13.3594    4.7617240     
     13.5938    4.7617240     
     13.8281    4.7617240     
     14.0625    4.7617240     
     14.2969    4.7617240     
     14.5312    4.7617240     
     14.7656    4.7617240     
     15.0000    4.7617240     
     15.2344    4.7617240     
     15.4688    4.7617240     
     15.7031    4.7617240     
     15.9375    4.7617240     
     16.1719    4.7617240     
     16.4062    4.7617240     
     16.6406    4.7617240     
     16.8750    4.7617240     
     17.1094    4.7617240     
     17.3438    4.7617240     
     17.5781    4.7617240     
     17.8125    4.7617240     
     18.0469    4.7617240     
     18.2812    4.7617240     
     18.5156    4.7617240     
     18.7500    4.7617240     
     18.9844    4.7617240     
     19.2188    4.7617240     
     19.4531    4.7617240     
     19.6875    4.7617240     
     19.9219    4.7617240     
     20.1562    4.7617240     
     20.3906    4.7617240     
     20.6250    4.7617240     
     20.8594    4.7617240     
     21.0938    4.7617240     
     21.3281    4.7617240     
     21.5625    4.7617240     
     21.7969    4.7617240     
     22.0312    4.7617240     
     22.2656    4.7617240     
     22.5000    4.7617240     
     22.7344    4.7617240     
     22.9688    4.7617240     
     23.2031    4.7617240     
     23.4375    4.7617240     
     23.6719    4.7617240     
     23.9062    4.7617240     
     24.1406    4.7617240     
     24.3750    4.7617240     
     24.6094    4.7617240     
     24.8438    4.7617240     
     25.0781    4.7617240     
     25.3125    4.7617240     
     25.5469    4.7617240     
     25.7812    4.7617240     
     26.0156    4.7617240     
     26.2500    4.7617240     
     26.4844    4.7617240     
     26.7188    4.7617240     
     26.9531    4.7617240     
     27.1875    4.7617240     
     27.4219    4.7617240     
     27.6562    4.7617240     
     27.8906    4.7617240     
     28.1250    4.7617240     
     28.3594    4.7617240     
     28.5938    4.7617240     
     28.8281    4.7617240     
     29.0625    4.7617240     
     29.2969    4.7617240     
     29.5312    4.7617240     
     29.7656    4.7617240     
